terra10054v45pshdxtjdtumtrsrrrg2me42andv9nu0,657036134
terra100agvf9uzd8t6xwnhe0hzlypcg6cr3ytq5w95k,1000000
terra100cj22jjpwgn45w5pv0zv92l7q6j3cprsfh249,13540247
terra100ds8e7knvax0jlype78sw3h8cklme43ryv5jl,7000000
terra100dxspkurxsa29upl7s9pywqxtff70r6l9ux2u,3000000000
terra100gn9hrlyqmjrwtnwxjvp2zn4gg2zlh346fvt5,3000000
terra100kufzet37vm8df66ednsghfsrqufjnqsl6v2x,117396
terra100pmvhuzgxjgvgal0raxfxn4nfz405rrpgnw5y,332882472
terra100ppdtl2vkn9lljyee9meulzx3nr9z8dhhtlfx,5000000
terra100rezu53d2x2gctv69tv6d8deek3zk8gyvl25v,21000000
terra100tu0q9xhmy43apmcvsh2fe8vwm2upfprm2w00,10000
terra100zh7hn3mpe30f7x7fsd8mzsrv7rtkvmexqjep,17056
terra102239yegezy33fzws2uf8l7jugw32906pkr75d,1000000
terra1024d90q84wax4k6l5wvya5shzn49fnnxa64c95,4157775648
terra10284khyjahzd2svl4q3p85kdjqy6q8nrmsgvyz,387522
terra102fl2vzzw74zcwe03ykq6pn2yx5ft5e67wuv6z,968100973
terra102jfjl0ss6w9rcp9y75746kyf678hknu3lgkks,54086
terra102kgzw9849fvufhkunq4ljtkd2jgj03ztwx44u,503990214
terra102rwj3mayet0j5wg5aq6mll7dkkeyun6jt6dks,272654793
terra102sdzrudpzq7zc225r33rumfrsujndlam0e325,340967
terra102tfy52jwy5cv3ttqww2rr35huat62g9fy3x4y,1003993
terra102vqktp9p0dm4g0pq2e3lgxr46tqcs9nj6wzwp,9181087524
terra102ws20myl9m88rlnvnzypu7vnwyrn82gse4neh,40000000
terra102x08jrsxg2z4mcvux0fd7mc85zcdvdezzxdhf,9064565
terra102ynau3wfcm9lp6r7p0t43xrqlk02du5te3264,43483296
terra10323w7lzvtrljn0f05d5pzh4zl6q50aedvx6cp,41738239
terra1033q8552c08r3mz55dce5rvl3c3la9fw8wvkz7,10219222
terra1036r2qs5arlnq326983w9nvyzuj6p9m85hkw7c,100000
terra1039rmnnjk5m44xm42q3wxl2d6ags5y3e5cd4tg,299000000
terra103anu6zfwrwls637y33ksq2zuf7k6qd2hvgcq5,55495459
terra103aq4qp99y4vea6e73ll23ykuten4ksgz34k5n,130586415
terra103avk27ekcztj8v6pny4vuyclwt2w6fe8mxlhs,1000000
terra103cdsmmtv0wt3vxuhmkgj2aagqzr8qhq2wnv7z,4128
terra103ekx49mtqmzcvlqgt7gltaem0azwcvhzp3f5p,80000
terra103gn7qfdh69s2h9zr6806n7mr6nw23vx4kzftn,54496642
terra103jjkekt0wl6cj36w0u94da8arhteqrmml0wz5,1060632
terra103qss8c0vel5qw9zynmjvrr6d62j44w492ez74,13256996
terra103s44wpvs7mdjrwp80qu47zwrf9nn5a20gtzkq,250000000
terra103swkx45hdvdg02th8vy5756f50r6p7kdfunrt,23839439
terra103thn68hgae4xaehtevxdxqlh9fc3pu5sy8m2j,100
terra103tvlwwdk7xtzsqacpwxw96sn78tve5jtctr58,10000
terra103ujq6wnp3yl9el3s69m28qka5qhrdzv4l437e,268464
terra1042sgc0w4c38cur3fvz330wux6y8z9zjksy578,29232429
terra1043l4rgm5lq0schrsv9grem8n982rm92qlq36l,1000000
terra10449pauudfa494tkz4m4v040k4xjgkgqxzelz2,1000541646
terra1048utzagsqfu6u5fu2r6lg5yqyqll2zhgeajkj,7662279
terra104amntusr9g8hdlne6klax9l3e48tlsl6k976r,183007
terra104ch8n6dzlgupzunlt80wfqxeranta5mxlhx75,35939699
terra104ckl3l7evxhwjgjej5524ytv5f95dx87grwxt,251000000
terra104d00jgefw5g27ylk3e083sr8j9zjynn366d43,1138474
terra104f7plw5xs6a5m0lp6letlddw8dtruwec99p44,3058232333
terra104fjwjzamwckjtfuqfy07zqrp9qkvfvk036jza,1000000
terra104m0h2shkxwa7e42s4eccysw82zf57a25k68h0,676262083
terra104qrqgvedudnskn7h2fmz78cx2j6u3zew7jzdg,1000000
terra104vawevz48w26ag23f4rnvagpwkyyhff8erh5d,40529085
terra10507tdms6lpnxzyzf4fkter4d03ka8z3qz894w,20100000
terra1052au6cmuq0raedls4nac43vwac8w42wrhasp5,38819250
terra1052gwrzfpe49vemsv9j05va3jaug6x0fghepnr,718492
terra1054mew99tqjpqcz4u9jjuw4tnl0auv4vgjv2cr,3485937
terra1054zgjzkkrmv7cdka9xe695l57j7uzgk0fp792,253000000
terra1055c4g6pspe8cfrsgsluyrvpzrs5f6nr80xlgq,999732
terra1059exrq68y46hs996pfk2l9lc0pwa53yvmexd5,250719429
terra105dqt020y5kkxsmhdepfpa2edkx0nfzkq78p67,573278449
terra105fg0kez29rgefk7d7ecesq74fqjfeukwgjjey,340892721
terra105nqhzxxg4mwfk765fwrw3lssw2chdn6xdzdlx,250106396
terra105u4s4dwgczgfseeurrcgfzr8g7x4h02juerjs,251282970
terra105uny4nyw500x6yjna296euad9svm9nt85ct0w,1917057502
terra105wgx5lnwrl8kpvkw8yr2ktn5lurcp5y6deta9,837
terra105yrqjdttz5azn74e0seldcnh9awk7kf6w9072,100000
terra105zmpjd8tldmllsc8qdjkzgx9ytna86l0aj7fw,353405
terra1068xzyfzvez2nes6gvqpmckl6z0888jsflzlug,3406966
terra106dr9fwh2e4s3nr50cglq9w3fr30hjv3c5fw2d,153412
terra106dylqg7c64xvl7s8yzmcw8xu622lydzvz73t9,275336146
terra106gg0x6gu5vytdqa64sdngt5vjwkcvw39grn5z,1938148938
terra106gn4dhhxq7rl8whtjxye5gdxhn6qva9pzqxet,100
terra106gyum7m803a3pj46j96eze5t37dnltjg2d3xr,250000000
terra106hr463dpsrs73j9w0c6npdfx9ypkp04wweasv,500590804
terra106kk2n2hpsraavumnehrjqjahqu8x8syk4vet9,97274
terra106m0f3rh8dxmd5ldke24u7q3hpqhfh2qrhl5gd,73431383
terra106nl00pukcx0jalkx86nt6nn9wz6yq36p5pwqn,295008259
terra106ssh7scfuecv4asaa2tyk2rxzv0rff4tlcr0a,1006279
terra106th9wsna03m8lm3fcarxlqd2zjhw8tu78a9qd,1195727
terra106tu3ath9r8rrfkyj45rrlhpq2tcz9gm3me2a0,6281541719
terra106xeplp82km5xl7zk8afrvl84n9ks3hpjjl2pq,20000000
terra1072q7txl66nc5zfyexe0wk3m6w05jy88arnra4,1277889
terra10739jeywqznsxnpfa85zmn8slzz52j69amett4,3000000
terra1074rxl65sqa2ahym8a7g2qdvmryyvfqtzhdvvf,100000
terra1075vj88mlx5h3h26yc3053zrchcm3tkw0ekqn3,510000000
terra1076c50m7v39klxjanhda0ew3elau0ee5vtc7ps,1000000
terra1076ntzhjzdkk9wv2r3xyn72j24u0xrmsetl52e,100000
terra1077tw0k9t6f7l9973sgjr273hfjhms8nznzkg3,559521751
terra1078cxparj9qtha7q5800cfekxhyd9qvkfujzn3,1743612
terra107982u9v0dsmgwmkvat8r5u9gahuj9neav3q8k,36419456
terra1079ugqxknr5ykgk3cddmzenptsxhfelfmng49g,20000000
terra1079vqwruc5jxvvz7tru99ss2cn0ct39xcas59n,7320908
terra107cdwm7fzelga8h6a0x5jrmu2xa5fct6fhcf7t,100
terra107exk8ulclsph530suykwue20gav09qqa9m55f,10000000
terra107fzu22nrr92auedushpnesg398l44u8lnh9xm,1000000
terra107j8ffdke3yy5a46jg8vpulcy6gsws3ukfwadr,1000000
terra107p876zdz3ygayhxrz09uu3srv2ma0eyn3ey8v,50000000
terra107pazzdz2fxyjqf4p45j0q7mhlesru6xy4qfx9,1033184
terra107pegmzz4cv8jmdudyshmwzlsx69ww236f0pd0,1000000
terra107tahud7zrudls5868pexzwks2peyaxr0t4kz4,87412009
terra107x3rvj4jeg3g9hasha2degy0mr0cngq7vdz6z,509801637
terra1086dupl7zqy3k3n85k90krr8mn9pgqpyylerr9,99892
terra1088g522fjmrtz2q5tg4cy0m9jmjqqjwypn6sqd,70568822
terra1088rg80uj46l7hpjra4eps0eswcm3d58dz3ejh,3000000138
terra108gy2rzhx27jj96argmgpesvlj9ur6k8akpdk6,50814317
terra108hxvrld7swynm3ekqnpjqtvfvlps3fwp8lxh3,3536067
terra108j259xepyvdd6fk0tkwxuwfag6pgmqaf02wdq,3430729
terra108j2jsys4anuat0u5wvu3nflutvh50v5vvglzq,6392464
terra108lcf6tekmdml637m5rkmucsev4kfchmjclcz6,250706466
terra108p2kddkqpfuh34hpx9pm9uh0wh60wxqve7zt0,18000000
terra108sfm694czydr0w3qge7284xy4gxpc9gsqtw3a,20251763
terra108v947un58wma93q7exs2gc80500zuzya5jgek,1000000
terra108wj2leupjgdtcwlt4sqag6ggjp9z6r8zttfwx,258253610
terra108ydtcv7rkemgmm22jsx6yxklcg2ccrpu8knx4,440314534
terra10932fj52cs0ezym57sat4z08rgdcpy9fvj37w0,1
terra10937gzhmth9yx7009jr5d676fdhmyth86k5pdv,1000
terra10943mxx02yw0pps4ezd7xzfrl6fqzsvtfmh67a,253370599
terra1096wph0weshptxlp6rdkue478p9h2d58dl7uw9,174308
terra109a3wml9f3rqdu8masl03whm4yu4pyjtlar27v,251579845
terra109cj7tufqzwpuj8pj54m9s2r6l5lgw8hhx8nhg,187826233
terra109dg2xysprqfpg463pn7k9y6kvhn2x3ml7fmn0,251648766
terra109du7nmds4grg4fdgvd760pgr2gmnjyaz4x9pq,1288449
terra109e4d87djfp2pnem0xhpxgw2ejr70unn985q64,9721589
terra109f3uq7zm258k53pchq4v22v9qezn3lv2s0dzc,11738470
terra109hw7azmd8c55vkufpwyd4q46yruyf225c8xn8,2277738
terra109j3nv7gm738ruefsgme68ptp507sga7q8zu6g,1002309
terra109kjy26hf5sfn96w3sgt9mqayyl0hfw9kypkfd,458171967
terra109p0an7sdjef8ehw39s04vr95hqlwsyvh5kds8,1765360
terra109qwwh780rw3ereu3rzr6k2v4dxgcp5346er78,2988852801
terra109r3e75xk36skp7fwegavkmumsnqwkr5jt22q5,526024847
