2022-04-06 07:59:47,3281344508
2022-04-06 23:59:51,5307062335
2022-04-07 07:59:51,5956017940
2022-04-07 15:59:48,8549185901
2022-04-07 23:59:49,9064417200
2022-04-08 07:59:50,9647495882
2022-04-09 08:03:47,11696443311
2022-04-09 15:59:50,12221518257
2022-04-10 15:59:50,14377711293
2022-04-10 23:59:49,14879129963
2022-04-11 07:59:52,16894247102
2022-04-11 15:59:52,19180343875
2022-04-12 07:59:48,22689661783
2022-04-12 23:59:51,24417972358
2022-04-13 07:59:51,24984210592
2022-04-13 15:59:48,25708483191
2022-04-13 23:59:52,26164517497
2022-04-14 07:59:48,26964095722
2022-04-15 07:59:54,29036714551
2022-04-15 15:59:49,29674028206
2022-04-15 23:59:51,30282687380
2022-04-16 07:59:53,30429811574
2022-04-16 15:59:52,30978047863
2022-04-16 23:59:51,33084241437
2022-04-17 07:59:54,35105224615
2022-04-17 15:59:46,36241653428
2022-04-17 23:59:48,36433413036
2022-04-18 07:59:51,36836756107
2022-04-18 15:59:49,37945732195
2022-04-18 23:59:53,38240066297
2022-04-19 07:59:52,38505929211
2022-04-19 15:59:51,40598285366
2022-04-19 23:59:49,43539561547
2022-04-20 07:59:53,43954498481
2022-04-20 15:59:52,45484318183
2022-04-20 23:59:48,46082648650
2022-04-21 07:59:46,46787183417
2022-04-21 15:59:51,47824570846
2022-04-21 23:59:50,48418422903
2022-04-22 07:59:52,48734194561
2022-04-22 15:59:51,48945700729
2022-04-22 23:59:48,49379564327
2022-04-23 07:59:52,49671758069
2022-04-23 15:59:52,50455252903
2022-04-23 23:59:50,50993221129
2022-04-24 07:59:50,51632423812
2022-04-24 15:59:47,52928324893
2022-04-24 23:59:49,53912392538
2022-04-25 07:59:50,55150811370
2022-04-25 15:59:54,56649411938
2022-04-25 23:59:52,57462651827
2022-04-26 07:59:50,57709353896
2022-04-26 15:59:48,58974902506
2022-04-26 23:59:52,59658686154
2022-04-27 07:59:50,60166310058
2022-04-27 15:59:52,61852271255
2022-04-27 23:59:51,63051259330
2022-04-28 07:59:47,63287195542
2022-04-28 15:59:51,64193346117
2022-04-28 23:59:50,65426372136
2022-04-29 07:59:53,65632264696
2022-04-29 15:59:48,66233395025
2022-04-29 23:59:52,67568502818
2022-04-30 07:59:51,68830153084
2022-04-30 15:59:54,69636894909
2022-04-30 23:59:46,70868533617
2022-05-01 07:59:53,72396414077
2022-05-01 15:59:49,73204492855
2022-05-01 23:59:48,73455980453
